,Name,National ID,Barcode,Location,Date,Season,Country,Province,Species,Species (English),Breed/subspecies,Sex,Date of birth,Age (days),Age_category,Country of birth,Born at current residence,Bodyweight (kg),Breed line,Breed country of origin,Breed_type,White_breed,Traditional use,Establishment type,Husbandry intensity,Inside/outside,Additional outside access,Outdoor_access,Outside environment,Soil present,Bedding material,Bedding_present,Straw_present,Slatted floor,No. animals in enclosure,Housed with other species,Other species,Weaning age (days),Given formula milk,Creep feed,Creep_what,Creep_consistency,Water content (%),PSS,Dietary regimen,Feed name,Feed ingredients,Crude protein,Protein_category,Crude fat,Crude ash,Crude fibre,Fibre_category,Carbohydrates,Calcium,Phosphorous,Sodum,Lysine,Methionine,Organic/standard,Environmental food,Dietary supplementation,Purely_commercial_diet,Dairy_in_diet,First_feed_ingredient,Acetic_acid_mM/g,Propionic_acid_mM/g,Isobutyric_acid_mM/g,Butyric_acid_mM/g,Isovaleric_acid_mM/g,Valeric_acid_mM/g,Isocaproic_acid_mM/g,Caproic_acid_mM/g,Enanthic_acid_mM/g,Total_SCFA_mM/g,Total_BCFA_mM/g,Total_MCFA_mM/g,Total_VFA_mM/g,AA%,PA%,IBA%,BA%,IVA%,VA%,ICA%,CA%,EA%,SCFA%,BCFA%,MCFA%,Ratio_AA,Ratio_PA,Ratio_BA,Medical conditions,Medication,Antibiotics,Recent_antibiotics,Worming,Immunisations,Farrowed,Last farrowing,Gestating,Nursing,Parity,Castrated,Chemical/physical,Seq_run,Relatives/cohabitants,Sample storage information,Additional information,ID,numerical_age_category,DMM_cluster,cluster_lda,Simpson
05BE03,Zocu,185X879,bc1024--bc1089,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,04/05/2018,1504.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,8,No,,,,,,,70.58823529,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD5",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"495,1387299","170,745013","16,83335838","50,46116564","19,67938804","11,35682959","0,588500378",0,0,727.7017381,"37,1012468",0,"764,8029849","64,74","22,33","2,20","6,60","2,57","1,48","0,08","0,00","0,00","95,15","4,85","0,00","0,69","0,24","0,07",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE03,5,4,cluster 4,0.94065758
05BE04,Zadamo,18226129,bc1005--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,25/07/2018,1422.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,8,No,,,,,,,67.50788644,3.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD6",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE04,5,7,cluster 1,0.995174934
05BE05,Z-98K,18213998K,bc1007--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,15/09/2018,1370.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,8,No,,,,,,,69.70684039,3.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD7",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE05,5,4,cluster 1,0.931531078
05BE06,MA0429,BEP95E047139,bc1008--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Maximus hybrid,Male,22/05/2020,755.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,67.65676568,3.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD8",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE06,5,3,cluster 1,0.994327037
05BE07,MA0428,BEP95E047131,bc1012--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Maximus hybrid,Male,22/05/2020,755.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,69.00958466,3.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD9",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"264,3863117","91,7850186","8,268641104","45,35067515","10,24239072","6,462393525","0,571594752","1,111039242",0,407.9843989,"19,08262658","1,111039242","428,1780648","61,75","21,44","1,93","10,59","2,39","1,51","0,13","0,26","0,00","95,28","4,46","0,26","0,66","0,23","0,11",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE07,5,2,cluster 3,0.936917325
05BE08,Walter,176D904,bc1015--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,10/08/2017,1771.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,72.4340176,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD10",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"225,1683351","96,76573874","6,831543688","32,40221163","7,386016629","4,854805154",0,0,0,359.1910906,"14,21756032",0,"373,408651","60,30","25,91","1,83","8,68","1,98","1,30","0,00","0,00","0,00","96,19","3,81","0,00","0,64","0,27","0,09",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE08,5,4,cluster 4,0.98652311
05BE09,Bugs Bunny,2029101T,bc1020--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,04/02/2020,863.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,71.83673469,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD11",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"136,7686548","48,63670549","5,125781809","19,07179363","6,199958061","3,447124412","0,664884022",0,0,207.9242783,"11,99062389",0,"219,9149022","62,19","22,12","2,33","8,67","2,82","1,57","0,30","0,00","0,00","94,55","5,45","0,00","0,67","0,24","0,09",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE09,5,3,cluster 6,0.988814366
05BE10,Ural,156D669,bc1022--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,14/04/2015,2620.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,73.125,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD12",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"343,3540037","111,4287622","12,61918278","35,87750829","14,05402412","7,673047909","0,610685312",0,0,498.3333222,"27,28389221",0,"525,6172144","65,32","21,20","2,40","6,83","2,67","1,46","0,12","0,00","0,00","94,81","5,19","0,00","0,70","0,23","0,07",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE10,5,4,cluster 4,0.960410059
05BE11,Bill,2029135T,bc1024--bc1096,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,14/05/2020,763.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,72.16828479,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD13",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"384,2901007","112,0732987","11,77136653","56,7962908","12,6265965","6,998795067","0,694005111",0,0,560.1584852,"25,09196814",0,"585,2504534","65,66","19,15","2,01","9,70","2,16","1,20","0,12","0,00","0,00","95,71","4,29","0,00","0,69","0,20","0,10",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE11,5,4,cluster 4,0.97491823
05BE12,B-21R,2021321R,bc1005--bc1098,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,02/02/2020,865.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,73.35526316,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD14",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,,,,,,,,,,268.5070311,,,0,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE12,5,4,cluster 4,0.962409608
05BE13,Boxer,206D134,bc1007--bc1098,05BE,16/06/2022,Summer,Belgium,Liège,Sus scrofa domesticus,Domestic pig,Piétrain,Male,13/05/2020,764.0,Mature,Belgium,No,,,Belgium,Commercial,Yes,General lean meat,Insemination centre,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,4,No,,,,,,,70.44025157,4.0,,Granule verrat CIAP,"Froment graineterie, orge, maïs cc et triage, maïs français, protigrain, pois européens, tX colza, TX lin S6, TX tournesol 28/1, pulpes fabrication, amyplus, Tx palmiste, mélasse, Tx soya 49, craie fine, huile soya, phosphate monocalcique, porc engrais 0.5, L-lysine HCl, sel, Rovimix stay-C35%, L-thréonine, natuphos E, DL-méthionine, triptophane, Rovimix E 50, Microvit-lutavit AD15",16,Medium,"4,597","6,073",6.5,High,"66,83","1,015","0,597","0,15","0,925","0,285",Standard,,,Yes,No,Wheat,"209,8289374","77,78848465","7,548338352","21,47299822","8,320117168","4,909392896","0,613130474",0,0,313.9998132,"16,48158599",0,"330,4813992","63,49","23,54","2,28","6,50","2,52","1,49","0,19","0,00","0,00","95,01","4,99","0,00","0,68","0,25","0,07",,,,No,,,,,,,,No,,NAMES02,,Frozen in dry ice,,05BE13,5,4,cluster 4,0.933493738
06BE01,Art,M11850,bc1008--bc1105,06BE,17/06/2022,Summer,Belgium,Antwerpen,Babyrousa celebensis,North Sulawesi babirusa,,Male,11/03/2021,463.0,Mature,Czech Republic,No,,,Wild,Wild,No,Wild,Zoo,Small-scale,Both,Yes,Yes,"Field, shrubs, bark",Yes,Wood chips and straw,Yes,Yes,No,4,No,,,,,,,72.92993631,4.0,,,"300gr Alfamix Garvo varkens, 120gr savooikool, 85gr tomaat, 330gr witloof, 285gr wortel, 150gr blad, 150gr broccoli, 50gr courgette, 300gr hooi (winter), 300gr luzerne, 0,5 stuk tak, 160gr andijvie, 585gr appel, 200gr banaan, 1 gekookt ei, 100gr selder, 400gr Kasper browser, 150gr luzerne vers (zomer), salt lick","13,2",Low,"3,75",,22.85,Very high,,,,,,,Standard,Wild plants and insects,No,No,No,Linseed,"410,3290611","105,5746933","10,67114989","41,99669449","12,08093236","7,852106146","0,572176031","1,170975298",0,565.752555,"23,32425828","1,170975298","590,2477885","69,52","17,89","1,81","7,12","2,05","1,33","0,10","0,20","0,00","95,85","3,95","0,20","0,74","0,19","0,08",No,,,,Yes,,,,,,,No,,NAMES03,,Frozen at -80°C,,06BE01,5,7,cluster 1,0.992849897
06BE02,Kedua,M11851,bc1012--bc1105,06BE,23/06/2022,Summer,Belgium,Antwerpen,Babyrousa celebensis,North Sulawesi babirusa,,Male,03/03/2021,477.0,Mature,Germany,No,"40,3",,Wild,Wild,No,Wild,Zoo,Small-scale,Both,Yes,Yes,"Field, shrubs, bark",Yes,Wood chips and straw,Yes,Yes,No,4,No,,,,,,,75.1552795,4.0,,,"300gr Alfamix Garvo varkens, 120gr savooikool, 85gr tomaat, 330gr witloof, 285gr wortel, 150gr blad, 150gr broccoli, 50gr courgette, 300gr hooi (winter), 300gr luzerne, 0,5 stuk tak, 160gr andijvie, 585gr appel, 200gr banaan, 1 gekookt ei, 100gr selder, 400gr Kasper browser, 150gr luzerne vers (zomer), salt lick","13,2",Low,"3,75",,22.85,Very high,,,,,,,Standard,Wild plants and insects,No,No,No,Linseed,"378,7552885","85,16439466","9,146174013","29,06994105","9,652676713","5,271450125","0,571406431",0,0,498.2610743,"19,37025716",0,"517,6313315","73,17","16,45","1,77","5,62","1,86","1,02","0,11","0,00","0,00","96,26","3,74","0,00","0,77","0,17","0,06",No,,,,Yes,,,,,,,No,,NAMES03,,Frozen at -80°C,,06BE02,5,7,cluster 1,0.992288897
06BE03,Ayu,M11852,bc1015--bc1105,06BE,23/06/2022,Summer,Belgium,Antwerpen,Babyrousa celebensis,North Sulawesi babirusa,,Male,21/10/2021,245.0,Mature,Germany,No,,,Wild,Wild,No,Wild,Zoo,Small-scale,Both,Yes,Yes,"Field, shrubs, bark",Yes,Wood chips and straw,Yes,Yes,No,4,No,,,,,,,74.05063291,4.0,,,"300gr Alfamix Garvo varkens, 120gr savooikool, 85gr tomaat, 330gr witloof, 285gr wortel, 150gr blad, 150gr broccoli, 50gr courgette, 300gr hooi (winter), 300gr luzerne, 0,5 stuk tak, 160gr andijvie, 585gr appel, 200gr banaan, 1 gekookt ei, 100gr selder, 400gr Kasper browser, 150gr luzerne vers (zomer), salt lick","13,2",Low,"3,75",,22.85,Very high,,,,,,,Standard,Wild plants and insects,No,No,No,Linseed,"359,7274191","77,4627491","8,51155323","31,80434247","9,88959155","5,459374723","0,582483197",0,"0,990230971",474.4538854,"18,98362798","0,990230971","494,4277443","72,76","15,67","1,72","6,43","2,00","1,10","0,12","0,00","0,20","95,96","3,84","0,20","0,77","0,17","0,07",No,,,,Yes,,,,,,,No,,NAMES03,,Frozen at -80°C,,06BE03,5,7,cluster 1,0.994903043
06BE04,Mawar,M11853,bc1020--bc1105,06BE,24/06/2022,Summer,Belgium,Antwerpen,Babyrousa celebensis,North Sulawesi babirusa,,Male,05/03/2021,476.0,Mature,France,No,29,,Wild,Wild,No,Wild,Zoo,Small-scale,Both,Yes,Yes,"Field, shrubs, bark",Yes,Wood chips and straw,Yes,Yes,No,4,No,,,,,,,71.71428571,4.0,,,"300gr Alfamix Garvo varkens, 120gr savooikool, 85gr tomaat, 330gr witloof, 285gr wortel, 150gr blad, 150gr broccoli, 50gr courgette, 300gr hooi (winter), 300gr luzerne, 0,5 stuk tak, 160gr andijvie, 585gr appel, 200gr banaan, 1 gekookt ei, 100gr selder, 400gr Kasper browser, 150gr luzerne vers (zomer), salt lick","13,2",Low,"3,75",,22.85,Very high,,,,,,,Standard,Wild plants and insects,No,No,No,Linseed,"266,5709426","69,4567861","7,058476683","22,72994556","7,408578663","4,402491444","0,562292544","1,122112157","1,016827327",363.1601657,"15,02934789","2,138939484","380,3284531","70,09","18,26","1,86","5,98","1,95","1,16","0,15","0,30","0,27","95,49","3,95","0,56","0,74","0,19","0,06",No,,,,Yes,,,,,,,No,,NAMES03,,Frozen at -80°C,,06BE04,5,7,cluster 1,0.995138435
07DK01,,141,bc1012----bc1101,07DK,06/03/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,91.0,Growing,Denmark,No,30,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,74.11764706,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,No,Yes,No,Barley,"360,4600695","178,656425","14,79544882","107,1721532","19,33991176","14,72100717",0,"3,540693107","1,136579362",661.0096549,"34,13536058","4,677272469","699,822288","51,51","25,53","2,11","15,31","2,76","2,10","0,00","0,51","0,16","94,45","4,88","0,67","0,56","0,28","0,17",,,,,No,,,,,,,,,NAMES04,,,,07DK01,2,1,cluster 6,0.992481829
07DK03,,494,bc1015----bc1101,07DK,06/03/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Growing,Denmark,No,30,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,70.49180328,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,No,Yes,No,Barley,"242,3011744","123,9279761","7,903091609","71,56929371","10,49024656","11,46124868",0,"2,26299121","0,892524004",449.259693,"18,39333817","3,155515215","470,8085463","51,46","26,32","1,68","15,20","2,23","2,43","0,00","0,48","0,19","95,42","3,91","0,67","0,55","0,28","0,16",,,,,No,,,,,,,,,NAMES04,,,,07DK03,2,5,cluster 5,0.995898955
07DK04,,495,bc1020----bc1101,07DK,06/03/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Growing,Denmark,No,30,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,74.6130031,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,No,Yes,No,Barley,"175,9484015","78,96133991","8,658148987","32,52245573","13,41001899","6,195158259",0,"1,902879581","1,052471047",293.6273554,"22,06816797","2,955350629","318,650874","55,22","24,78","2,72","10,21","4,21","1,94","0,00","0,60","0,33","92,15","6,93","0,93","0,61","0,27","0,11",,,,,No,,,,,,,,,NAMES04,,,,07DK04,2,1,cluster 6,0.9935857
07DK07,,504,bc1022----bc1101,07DK,05/04/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Finishing,Denmark,No,100,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,74.48071217,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,No,Yes,No,Barley,"355,1638024","137,9525611","18,21934691","88,03490338","26,91998531","15,83297913","0,628643068","2,229368389","1,108803054",596.984246,"45,76797529","3,338171443","646,0903927","54,97","21,35","2,82","13,63","4,17","2,45","0,10","0,35","0,17","92,40","7,08","0,52","0,61","0,24","0,15",,,,,No,,,,,,,,,NAMES04,,,,07DK07,3,1,cluster 6,0.994879369
07DK09,,506,bc1024----bc1101,07DK,05/04/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Finishing,Denmark,No,100,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,72.88732394,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,No,Yes,No,Barley,"192,1439392","84,18363373","9,993281248","36,18495315","13,38210184","8,331557338",0,"1,807723195","1,047874955",320.8440834,"23,37538309","2,855598149","347,0750647","55,36","24,26","2,88","10,43","3,86","2,40","0,00","0,52","0,30","92,44","6,73","0,82","0,61","0,27","0,12",,,,,No,,,,,,,,,NAMES04,,,,07DK09,3,1,cluster 6,0.99370098
07DK10,,500,bc1005----bc1105,07DK,17/04/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Finishing,Denmark,No,100,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,,,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,No,Yes,No,Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,NAMES04,,,,07DK10,3,6,cluster 6,0.995030392
07DK13,,135,bc1007----bc1105,07DK,06/03/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Growing,Denmark,No,30,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,77.39726027,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,Fucosidase,Yes,No,Barley,"288,9693884","140,8965011","14,03547167","83,2289728","20,18295684","14,95805809","0,598470799","2,949571599","1,072324548",528.0529204,"34,81689931","4,021896147","566,8917159","50,97","24,85","2,48","14,68","3,56","2,64","0,11","0,52","0,19","93,15","6,14","0,71","0,56","0,27","0,16",,,,,No,,,,,,,,,NAMES04,,,,07DK13,2,1,cluster 6,0.995588712
07DK14,,154,bc1008----bc1105,07DK,06/03/2023,Spring,Denmark,Mid Jutland,Sus scrofa domesticus,Domestic pig,Large white x Danish Landrace x Duroc,Female,,,Growing,Denmark,No,30,,,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,24,,No,,,74.54545455,4.0,,,"Barley, wheat, soybean meal, sugar beet pulp, rye, oats, limestone, soya oil, sodium chloride, L-lysinehydrochloride, premix, L-threonine, DL-methionine, AxtraPhy","17,72",Medium,"3,5","4,71",5.07,High,69,,,,,,Standard,No,Fucosidase,Yes,No,Barley,"594,3930542","200,7323616","17,81758526","141,490205","22,91723872","24,27322226","0,671678656","10,01147313","2,042843389",960.888843,"41,40650264","12,05431652","1014,349662","58,60","19,79","1,76","13,95","2,26","2,39","0,07","0,99","0,20","94,73","4,08","1,19","0,63","0,21","0,15",,,,,No,,,,,,,,,NAMES04,,,,07DK14,2,2,cluster 6,0.995520401
